"Pos","Region","Poblacion","Superficie","Fecha","Nuevos.Sintomaticos","Nuevos.Asintomaticos","Nuevos.No.Notificados","Nuevos.Confirmados","Tasa.Incidencia","Casos.Confirmados","Nuevos.Fallecidos","Casos.Fallecidos","Letalidad","Activos.Confirmados","Activos.Probables","Probables.Acumulados","Recuperados.Confirmados","Fecha.Primer.Contagiado","Periodo.Infeccioso","Pacientes.UCI","Examenes.PCR","Examenes.PCR.Acumulados","Tasa.Positividad","I.Movilidad","Residencias.Sanitarias","Cupos.Residencias.Sanitarias","Usuarios.Residencias.Sanitarias","Vacunados.Primera.Dosis","Vacunados.Segunda.Dosis","Vacunados.Tercera.Dosis","Vacunados.Cuarta.Dosis","Vacunados.Unica.Dosis"
"11","Biobio","1663696","23890","2021-09-23","39","18","1","58","3.4862138275262","151162","6","2674","1.7689630991916","324","104","34127","147992","2020-03-09","564","27","7061","2226491","0.82141339753576","0","12","1024","545","1259693","1194838","274268","0","43777"
"12","Araucania","1014343","31842","2021-09-23","12","1","0","13","1.2816177565183","98177","1","1509","1.5370198722715","83","21","11198","96459","2020-03-16","557","11","2115","881991","0.61465721040189","0","6","435","255","775116","725841","156138","0","28836"
"13","Los Rios","405835","18429","2021-09-23","11","1","0","12","2.9568667069129","49316","2","693","1.4052234568903","48","17","5758","48518","2020-03-16","557","4","1432","496391","0.83798882681564","0","3","238","28","315388","299786","63485","0","12375"
"14","Los Lagos","891440","48583","2021-09-23","23","9","3","35","3.926231714978","88859","2","1404","1.5800312855198","129","70","15509","87244","2020-03-07","566","14","5451","1601934","0.6420840212805","0","7","371","160","682875","640736","126900","0","37590"
"15","Aysen","107297","108494","2021-09-23","13","1","0","14","13.047895094923","8262","0","78","0.9440813362382","51","16","1642","8125","2020-03-14","559","1","677","163220","2.0679468242245","0","3","73","38","78062","75474","13976","0","9076"
"16","Magallanes","178362","132033","2021-09-23","0","1","0","1","0.56065753916193","29247","0","498","1.7027387424351","3","0","3238","28698","2020-03-17","556","1","687","303097","0.14556040756914","0","5","207","7","132522","128280","33809","0","14953"
"17","Total","19458310","755839","2021-09-23","583","218","85","886","4.5533245179052","1649409","31","37410","2.2680851141227","3675","1134","333577","1605568","2020-03-03","570","413","60901","20510821","1.4548201178963","0","88","6999","3211","14376417","13533801","2943308","0","564345"
"1","Arica y Parinacota","252110","16873","2021-09-22","31","10","0","41","16.262742453691","27037","0","529","1.9565780227096","204","46","3292","26258","2020-03-19","553","2","1142","420125","3.5901926444834","0","3","313","223","178622","167385","28544","0","10210"
"2","Tarapaca","382773","42225","2021-09-22","7","2","1","10","2.6125144667989","41327","0","808","1.9551382873182","128","68","9788","40357","2020-03-23","549","4","1046","544351","0.95602294455067","0","4","285","257","262523","249391","34985","0","15109"
"3","Antofagasta","691854","126049","2021-09-22","17","9","1","27","3.9025574759993","61032","0","1245","2.0399134880063","190","24","6429","59506","2020-03-14","558","9","1396","1093119","1.9340974212034","0","8","610","323","506404","471867","65974","0","21119"
"4","Atacama","314709","75176","2021-09-22","6","1","0","7","2.2242770305266","27263","0","351","1.2874591937791","49","7","1581","26851","2020-03-14","558","6","1274","428147","0.54945054945055","0","1","150","55","238969","222355","36559","0","7281"
"5","Coquimbo","836096","40579","2021-09-22","11","3","0","14","1.6744488671157","48592","0","1023","2.1052848205466","83","24","8394","47424","2020-03-19","553","13","626","688049","2.2364217252396","0","3","226","144","630073","595753","107678","0","23962"
"6","Valparaiso","1960170","16396","2021-09-22","29","1","0","30","1.5304794992271","123027","0","3460","2.8123907760085","145","55","47978","119241","2020-03-16","556","22","2382","1687949","1.2594458438287","0","3","491","185","1526469","1442240","362461","0","51436"
"7","Metropolitana","8125072","15403","2021-09-22","209","39","45","293","3.606121890366","689198","5","19150","2.7785919285895","1575","515","150427","666895","2020-03-04","568","278","15739","7538491","1.8616176377152","0","9","1687","352","5668625","5339330","1163733","0","222425"
"8","OHiggins","991063","16387","2021-09-22","10","2","1","13","1.3117228672648","68618","0","1547","2.2545104783001","117","23","14220","66872","2020-03-19","553","13","708","803270","1.8361581920904","0","7","313","200","786184","740857","150405","0","23348"
"9","Maule","1131939","30296","2021-09-22","11","0","0","11","0.97178381520559","101574","0","1779","1.7514324531868","166","21","10137","99520","2020-03-03","569","15","1226","1100716","0.89722675367047","0","7","379","254","880911","835085","177013","0","31169"
"10","Nuble","511551","13178","2021-09-22","12","4","1","17","3.3232268141397","35944","0","642","1.7861117293568","61","25","9660","35207","2020-03-12","560","7","841","490002","2.0214030915577","0","8","231","115","414664","396362","84308","0","11184"
"11","Biobio","1663696","23890","2021-09-22","28","11","1","40","2.4042853982939","151104","0","2668","1.7656713257095","298","97","34114","147973","2020-03-09","563","27","3907","2219430","1.0238034297415","0","12","1024","530","1255109","1193953","267798","0","43774"
"12","Araucania","1014343","31842","2021-09-22","9","0","1","10","0.98585981270635","98164","0","1508","1.5362047186341","84","21","11194","96451","2020-03-16","556","11","1073","879876","0.93196644920783","0","6","435","218","772062","725137","152117","0","28836"
"13","Los Rios","405835","18429","2021-09-22","3","0","0","3","0.73921667672823","49303","0","691","1.4015374317993","37","19","5760","48523","2020-03-16","556","4","726","494959","0.41322314049587","0","3","238","23","314375","299493","61912","0","12353"
"14","Los Lagos","891440","48583","2021-09-22","4","0","0","4","0.44871219599749","88824","0","1402","1.5784022336306","116","68","15501","87226","2020-03-07","565","16","2114","1596483","0.18921475875118","0","7","371","123","679835","640214","122957","0","37566"
"15","Aysen","107297","108494","2021-09-22","4","2","0","6","5.5919550406815","8248","0","78","0.94568380213385","41","20","1645","8121","2020-03-14","558","1","304","162543","1.9736842105263","0","3","73","42","77954","75417","13080","0","9047"
"16","Magallanes","178362","132033","2021-09-22","0","0","0","0","0","29246","0","498","1.7027969636873","3","0","3238","28697","2020-03-17","555","1","572","302410","0","0","5","207","8","132225","128219","32723","0","14950"
"17","Total","19458310","755839","2021-09-22","391","84","51","526","2.7032152329776","1648550","5","37379","2.2673864911589","3297","1033","333359","1605171","2020-03-03","569","429","35076","20449920","1.4996008666895","0","89","7033","3052","14325004","13523058","2862247","0","563769"
