"Pos","Region","Poblacion","Superficie","Fecha","Nuevos.Sintomaticos","Nuevos.Asintomaticos","Nuevos.No.Notificados","Nuevos.Confirmados","Tasa.Incidencia","Casos.Confirmados","Nuevos.Fallecidos","Casos.Fallecidos","Letalidad","Activos.Confirmados","Activos.Probables","Probables.Acumulados","Recuperados.Confirmados","Fecha.Primer.Contagiado","Periodo.Infeccioso","Pacientes.UCI","Examenes.PCR","Examenes.PCR.Acumulados","Tasa.Positividad","I.Movilidad","Residencias.Sanitarias","Cupos.Residencias.Sanitarias","Usuarios.Residencias.Sanitarias","Vacunados.Primera.Dosis","Vacunados.Segunda.Dosis","Vacunados.Tercera.Dosis","Vacunados.Cuarta.Dosis","Vacunados.Unica.Dosis"
"17","Total","19458310","755839","2020-04-21","325","0","0","325","1.670237548893","10832","8","147","1.3570901033973","0","0","0","0","2020-03-03","50","392","3530","61966","9.2067988668555","6.5227879639914","0","0","0","0","0","0","0","0"
"1","Arica y Parinacota","252110","16873","2020-04-20","16","0","0","16","6.3464360794891","161","0","2","1.2422360248447","0","0","0","0","2020-03-19","33","5","48","915","33.333333333333","3.6319002874069","0","0","0","0","0","0","0","0"
"2","Tarapaca","382773","42225","2020-04-20","3","0","0","3","0.78375434003966","93","0","0","0","0","0","0","0","2020-03-23","29","1","0","90","0","5.4547340440305","0","0","0","0","0","0","0","0"
"3","Antofagasta","691854","126049","2020-04-20","14","0","0","14","2.0235483208885","263","0","1","0.38022813688213","0","0","0","0","2020-03-14","38","5","197","1693","7.1065989847716","5.2490847263114","0","0","0","0","0","0","0","0"
"4","Atacama","314709","75176","2020-04-20","0","0","0","0","0","13","0","0","0","0","0","0","0","2020-03-14","38","1","33","441","0","5.4297762486637","0","0","0","0","0","0","0","0"
"5","Coquimbo","836096","40579","2020-04-20","1","0","0","1","0.11960349050827","69","0","0","0","0","0","0","0","2020-03-19","33","0","0","0","0","5.939413892599","0","0","0","0","0","0","0","0"
"6","Valparaiso","1960170","16396","2020-04-20","7","0","0","7","0.35711188315299","388","0","5","1.2886597938144","0","0","0","0","2020-03-16","36","22","177","2930","3.954802259887","8.2921672592637","0","0","0","0","0","0","0","0"
"7","Metropolitana","8125072","15403","2020-04-20","262","0","0","262","3.2245868098153","5643","4","67","1.1873117136275","0","0","0","0","2020-03-04","48","194","3276","38255","7.997557997558","7.8467574704037","0","0","0","0","0","0","0","0"
"8","OHiggins","991063","16387","2020-04-20","1","0","0","1","0.10090175902036","56","0","0","0","0","0","0","0","2020-03-19","33","4","72","456","1.3888888888889","5.7338250868481","0","0","0","0","0","0","0","0"
"9","Maule","1131939","30296","2020-04-20","2","0","0","2","0.17668796640102","304","2","10","3.2894736842105","0","0","0","0","2020-03-03","49","9","328","2570","0.60975609756098","5.1587270781792","0","0","0","0","0","0","0","0"
"10","Nuble","511551","13178","2020-04-20","9","0","0","9","1.7593553721916","687","0","13","1.8922852983988","0","0","0","0","2020-03-12","40","15","149","1498","6.0402684563758","4.6381086944534","0","0","0","0","0","0","0","0"
"11","Biobio","1663696","23890","2020-04-20","10","0","0","10","0.60107134957348","626","0","3","0.47923322683706","0","0","0","0","2020-03-09","43","26","214","3831","4.6728971962617","5.0526731331607","0","0","0","0","0","0","0","0"
"12","Araucania","1014343","31842","2020-04-20","73","0","0","73","7.1967766327564","1045","0","23","2.200956937799","0","0","0","0","2020-03-16","36","45","376","2313","19.414893617021","4.1286025334927","0","0","0","0","0","0","0","0"
"13","Los Rios","405835","18429","2020-04-20","5","0","0","5","1.232027794547","162","0","3","1.8518518518519","0","0","0","0","2020-03-16","36","5","121","557","4.1322314049587","3.8603249738998","0","0","0","0","0","0","0","0"
"14","Los Lagos","891440","48583","2020-04-20","3","0","0","3","0.33653414699812","424","0","6","1.4150943396226","0","0","0","0","2020-03-07","45","24","139","2137","2.158273381295","4.4695811813107","0","0","0","0","0","0","0","0"
"15","Aysen","107297","108494","2020-04-20","0","0","0","0","0","7","0","0","0","0","0","0","0","2020-03-14","38","0","0","75","0","3.239550900265","0","0","0","0","0","0","0","0"
"16","Magallanes","178362","132033","2020-04-20","13","0","0","13","7.2885480091051","566","0","6","1.0600706713781","0","0","0","0","2020-03-17","35","21","48","675","27.083333333333","3.5965835507139","0","0","0","0","0","0","0","0"
"17","Total","19458310","755839","2020-04-20","419","0","0","419","2.1533216399574","10507","6","139","1.3229275720948","0","0","0","0","2020-03-03","49","377","5178","58436","8.0919273850908","6.4933990004571","0","0","0","0","0","0","0","0"
"1","Arica y Parinacota","252110","16873","2020-04-19","3","0","0","3","1.1899567649042","145","0","2","1.3793103448276","0","0","0","0","2020-03-19","32","5","155","867","1.9354838709677","3.0024903061087","0","0","0","0","0","0","0","0"
"2","Tarapaca","382773","42225","2020-04-19","9","0","0","9","2.351263020119","90","0","0","0","0","0","0","0","2020-03-23","28","1","0","90","0","4.3743098738791","0","0","0","0","0","0","0","0"
"3","Antofagasta","691854","126049","2020-04-19","23","0","0","23","3.3244008128883","249","0","1","0.40160642570281","0","0","0","0","2020-03-14","37","5","129","1496","17.829457364341","4.2792486055844","0","0","0","0","0","0","0","0"
"4","Atacama","314709","75176","2020-04-19","0","0","0","0","0","13","0","0","0","0","0","0","0","2020-03-14","37","1","31","408","0","4.2492780697233","0","0","0","0","0","0","0","0"
"5","Coquimbo","836096","40579","2020-04-19","0","0","0","0","0","68","0","0","0","0","0","0","0","2020-03-19","32","0","0","0","0","4.5079433001024","0","0","0","0","0","0","0","0"
"6","Valparaiso","1960170","16396","2020-04-19","22","0","0","22","1.1223516327665","381","1","5","1.3123359580053","0","0","0","0","2020-03-16","35","22","166","2753","13.253012048193","6.5376732890252","0","0","0","0","0","0","0","0"
"7","Metropolitana","8125072","15403","2020-04-19","189","0","0","189","2.3261332330347","5381","5","63","1.1707860992381","0","0","0","0","2020-03-04","47","186","3475","34979","5.4388489208633","5.8661391116964","0","0","0","0","0","0","0","0"
"8","OHiggins","991063","16387","2020-04-19","0","0","0","0","0","55","0","0","0","0","0","0","0","2020-03-19","32","4","0","384","0","4.3137790724441","0","0","0","0","0","0","0","0"
"9","Maule","1131939","30296","2020-04-19","26","0","0","26","2.2969435632132","302","0","8","2.6490066225166","0","0","0","0","2020-03-03","48","15","0","2242","0","3.6959610744169","0","0","0","0","0","0","0","0"
"10","Nuble","511551","13178","2020-04-19","11","0","0","11","2.1503232326787","678","1","13","1.9174041297935","0","0","0","0","2020-03-12","39","14","127","1349","8.6614173228346","3.5247452945495","0","0","0","0","0","0","0","0"
"11","Biobio","1663696","23890","2020-04-19","10","0","0","10","0.60107134957348","616","0","3","0.48701298701299","0","0","0","0","2020-03-09","42","26","358","3617","2.7932960893855","3.6427036789161","0","0","0","0","0","0","0","0"
"12","Araucania","1014343","31842","2020-04-19","28","0","0","28","2.7604074755778","972","0","23","2.3662551440329","0","0","0","0","2020-03-16","35","44","122","1937","22.950819672131","3.0868761090673","0","0","0","0","0","0","0","0"
"13","Los Rios","405835","18429","2020-04-19","1","0","0","1","0.24640555890941","157","0","3","1.9108280254777","0","0","0","0","2020-03-16","35","7","0","436","0","2.8134500100818","0","0","0","0","0","0","0","0"
"14","Los Lagos","891440","48583","2020-04-19","5","0","0","5","0.56089024499686","421","0","6","1.4251781472684","0","0","0","0","2020-03-07","44","25","96","1998","5.2083333333333","3.2319480839826","0","0","0","0","0","0","0","0"
"15","Aysen","107297","108494","2020-04-19","0","0","0","0","0","7","0","0","0","0","0","0","0","2020-03-14","37","0","6","75","0","2.1578153649042","0","0","0","0","0","0","0","0"
"16","Magallanes","178362","132033","2020-04-19","31","0","0","31","17.38038371402","553","0","6","1.0849909584087","0","0","0","0","2020-03-17","34","18","93","627","33.333333333333","2.7495894467565","0","0","0","0","0","0","0","0"
"17","Total","19458310","755839","2020-04-19","358","0","0","358","1.8398309000114","10088","7","133","1.3183980967486","0","0","0","0","2020-03-03","48","373","4758","53258","7.5241698192518","4.8912987223631","0","0","0","0","0","0","0","0"
"1","Arica y Parinacota","252110","16873","2020-04-18","8","0","0","8","3.1732180397446","142","0","2","1.4084507042254","0","0","0","0","2020-03-19","31","5","0","712","0","3.2438578222182","0","0","0","0","0","0","0","0"
"2","Tarapaca","382773","42225","2020-04-18","8","0","0","8","2.0900115734391","81","0","0","0","0","0","0","0","2020-03-23","27","0","60","90","13.333333333333","4.9289091649064","0","0","0","0","0","0","0","0"
"3","Antofagasta","691854","126049","2020-04-18","15","0","0","15","2.1680874866663","226","0","1","0.44247787610619","0","0","0","0","2020-03-14","36","5","200","1367","7.5","4.6870860036231","0","0","0","0","0","0","0","0"
"4","Atacama","314709","75176","2020-04-18","0","0","0","0","0","13","0","0","0","0","0","0","0","2020-03-14","36","1","50","377","0","4.9758985496497","0","0","0","0","0","0","0","0"
"5","Coquimbo","836096","40579","2020-04-18","0","0","0","0","0","68","0","0","0","0","0","0","0","2020-03-19","31","0","0","0","0","5.2351930437844","0","0","0","0","0","0","0","0"
"6","Valparaiso","1960170","16396","2020-04-18","14","0","0","14","0.71422376630598","359","0","4","1.1142061281337","0","0","0","0","2020-03-16","34","19","330","2587","4.2424242424242","7.4917610488383","0","0","0","0","0","0","0","0"
"7","Metropolitana","8125072","15403","2020-04-18","277","0","0","277","3.4092005584689","5192","7","58","1.1171032357473","0","0","0","0","2020-03-04","46","181","2744","31504","10.094752186589","6.7350531145468","0","0","0","0","0","0","0","0"
"8","OHiggins","991063","16387","2020-04-18","0","0","0","0","0","55","0","0","0","0","0","0","0","2020-03-19","31","4","0","384","0","5.012922699252","0","0","0","0","0","0","0","0"
"9","Maule","1131939","30296","2020-04-18","53","0","0","53","4.6822311096269","276","1","8","2.8985507246377","0","0","0","0","2020-03-03","47","12","176","2242","30.113636363636","4.4397794595817","0","0","0","0","0","0","0","0"
"10","Nuble","511551","13178","2020-04-18","11","0","0","11","2.1503232326787","667","1","12","1.7991004497751","0","0","0","0","2020-03-12","38","13","76","1222","14.473684210526","4.111283446239","0","0","0","0","0","0","0","0"
"11","Biobio","1663696","23890","2020-04-18","28","0","0","28","1.6829997788057","606","0","3","0.49504950495049","0","0","0","0","2020-03-09","41","25","751","3259","3.728362183755","4.2673096284438","0","0","0","0","0","0","0","0"
"12","Araucania","1014343","31842","2020-04-18","37","0","0","37","3.6476813070135","944","1","23","2.4364406779661","0","0","0","0","2020-03-16","34","46","169","1815","21.89349112426","3.4864573307549","0","0","0","0","0","0","0","0"
"13","Los Rios","405835","18429","2020-04-18","2","0","0","2","0.49281111781882","156","0","3","1.9230769230769","0","0","0","0","2020-03-16","34","6","91","436","2.1978021978022","3.2712844091809","0","0","0","0","0","0","0","0"
"14","Los Lagos","891440","48583","2020-04-18","4","0","0","4","0.44871219599749","416","0","6","1.4423076923077","0","0","0","0","2020-03-07","43","26","315","1902","1.2698412698413","3.8061600807683","0","0","0","0","0","0","0","0"
"15","Aysen","107297","108494","2020-04-18","0","0","0","0","0","7","0","0","0","0","0","0","0","2020-03-14","36","0","8","69","0","2.5577440716587","0","0","0","0","0","0","0","0"
"16","Magallanes","178362","132033","2020-04-18","21","0","0","21","11.7738083224","522","0","6","1.1494252873563","0","0","0","0","2020-03-17","33","17","48","534","43.75","3.2593401741117","0","0","0","0","0","0","0","0"
"17","Total","19458310","755839","2020-04-18","478","0","0","478","2.4565339949872","9730","10","126","1.294964028777","0","0","0","0","2020-03-03","47","360","5018","48500","9.5257074531686","5.6330548985148","0","0","0","0","0","0","0","0"
"1","Arica y Parinacota","252110","16873","2020-04-17","5","0","0","5","1.9832612748403","134","1","2","1.4925373134328","0","0","0","0","2020-03-19","30","6","131","712","3.8167938931298","3.5114501970628","0","0","0","0","0","0","0","0"
"2","Tarapaca","382773","42225","2020-04-17","7","0","0","7","1.8287601267592","73","0","0","0","0","0","0","0","2020-03-23","26","0","0","30","0","5.4357188181788","0","0","0","0","0","0","0","0"
"3","Antofagasta","691854","126049","2020-04-17","19","0","0","19","2.7462441497773","211","0","1","0.4739336492891","0","0","0","0","2020-03-14","35","6","143","1167","13.286713286713","5.1559370192732","0","0","0","0","0","0","0","0"
"4","Atacama","314709","75176","2020-04-17","0","0","0","0","0","13","0","0","0","0","0","0","0","2020-03-14","35","1","37","327","0","5.5300941855676","0","0","0","0","0","0","0","0"
"5","Coquimbo","836096","40579","2020-04-17","0","0","0","0","0","68","0","0","0","0","0","0","0","2020-03-19","30","0","0","0","0","5.8561394705167","0","0","0","0","0","0","0","0"
"6","Valparaiso","1960170","16396","2020-04-17","15","0","0","15","0.76523974961355","345","0","4","1.1594202898551","0","0","0","0","2020-03-16","33","18","246","2257","6.0975609756098","8.3422927041532","0","0","0","0","0","0","0","0"
"7","Metropolitana","8125072","15403","2020-04-17","233","0","0","233","2.8676668957518","4915","3","51","1.0376398779247","0","0","0","0","2020-03-04","45","202","3670","28760","6.3487738419619","7.8934417022333","0","0","0","0","0","0","0","0"
"8","OHiggins","991063","16387","2020-04-17","1","0","0","1","0.10090175902036","55","0","0","0","0","0","0","0","2020-03-19","30","4","50","384","2","5.6966660686262","0","0","0","0","0","0","0","0"
"9","Maule","1131939","30296","2020-04-17","56","0","0","56","4.9472630592285","223","3","7","3.1390134529148","0","0","0","0","2020-03-03","46","12","367","2066","15.258855585831","5.2096342754553","0","0","0","0","0","0","0","0"
"10","Nuble","511551","13178","2020-04-17","17","0","0","17","3.3232268141397","656","1","11","1.6768292682927","0","0","0","0","2020-03-12","37","12","159","1146","10.691823899371","4.6332134049352","0","0","0","0","0","0","0","0"
"11","Biobio","1663696","23890","2020-04-17","19","0","0","19","1.1420355641896","578","1","3","0.51903114186851","0","0","0","0","2020-03-09","40","27","80","2508","23.75","5.1576427348097","0","0","0","0","0","0","0","0"
"12","Araucania","1014343","31842","2020-04-17","25","0","0","25","2.4646495317659","907","1","22","2.425578831312","0","0","0","0","2020-03-16","33","47","220","1646","11.363636363636","4.1117174288702","0","0","0","0","0","0","0","0"
"13","Los Rios","405835","18429","2020-04-17","1","0","0","1","0.24640555890941","154","0","3","1.948051948052","0","0","0","0","2020-03-16","33","6","71","345","1.4084507042254","3.7051899654375","0","0","0","0","0","0","0","0"
"14","Los Lagos","891440","48583","2020-04-17","13","0","0","13","1.4583146369918","412","1","6","1.4563106796117","0","0","0","0","2020-03-07","42","26","198","1587","6.5656565656566","4.2667163064634","0","0","0","0","0","0","0","0"
"15","Aysen","107297","108494","2020-04-17","0","0","0","0","0","7","0","0","0","0","0","0","0","2020-03-14","35","0","8","61","0","3.1547057042311","0","0","0","0","0","0","0","0"
"16","Magallanes","178362","132033","2020-04-17","34","0","0","34","19.062356331506","501","0","6","1.1976047904192","0","0","0","0","2020-03-17","32","18","69","486","49.275362318841","3.7063435711951","0","0","0","0","0","0","0","0"
"17","Total","19458310","755839","2020-04-17","445","0","0","445","2.2869406438689","9252","11","116","1.2537829658452","0","0","0","0","2020-03-03","46","385","5449","43482","8.1666360800147","6.5077862033562","0","0","0","0","0","0","0","0"
"1","Arica y Parinacota","252110","16873","2020-04-16","5","0","0","5","1.9832612748403","129","0","1","0.77519379844961","0","0","0","0","2020-03-19","29","6","198","581","2.5252525252525","4.9152307522272","0","0","0","0","0","0","0","0"
"2","Tarapaca","382773","42225","2020-04-16","4","0","0","4","1.0450057867195","66","0","0","0","0","0","0","0","2020-03-23","25","0","30","30","13.333333333333","5.1172786268211","0","0","0","0","0","0","0","0"
"3","Antofagasta","691854","126049","2020-04-16","16","0","0","16","2.312626652444","192","0","1","0.52083333333333","0","0","0","0","2020-03-14","34","5","117","1024","13.675213675214","4.8956979169857","0","0","0","0","0","0","0","0"
"4","Atacama","314709","75176","2020-04-16","0","0","0","0","0","13","0","0","0","0","0","0","0","2020-03-14","34","1","29","290","0","5.2205744857124","0","0","0","0","0","0","0","0"
"5","Coquimbo","836096","40579","2020-04-16","2","0","0","2","0.23920698101653","68","0","0","0","0","0","0","0","2020-03-19","29","0","0","0","0","5.5443881703911","0","0","0","0","0","0","0","0"
"6","Valparaiso","1960170","16396","2020-04-16","31","0","0","31","1.5814954825347","330","2","4","1.2121212121212","0","0","0","0","2020-03-16","32","18","240","2011","12.916666666667","7.7905952022039","0","0","0","0","0","0","0","0"
"7","Metropolitana","8125072","15403","2020-04-16","348","0","0","348","4.2830389687624","4682","7","48","1.0252029047416","0","0","0","0","2020-03-04","44","196","4356","25090","7.9889807162534","7.3627369660283","0","0","0","0","0","0","0","0"
"8","OHiggins","991063","16387","2020-04-16","0","0","0","0","0","54","0","0","0","0","0","0","0","2020-03-19","29","4","58","334","0","5.3697588773219","0","0","0","0","0","0","0","0"
"9","Maule","1131939","30296","2020-04-16","15","0","0","15","1.3251597480076","167","0","4","2.3952095808383","0","0","0","0","2020-03-03","45","13","469","1699","3.1982942430704","4.8966830151212","0","0","0","0","0","0","0","0"
"10","Nuble","511551","13178","2020-04-16","5","0","0","5","0.97741965121757","639","2","10","1.5649452269171","0","0","0","0","2020-03-12","36","12","110","987","4.5454545454546","4.5124441508028","0","0","0","0","0","0","0","0"
"11","Biobio","1663696","23890","2020-04-16","17","0","0","17","1.0218212942749","559","0","2","0.35778175313059","0","0","0","0","2020-03-09","39","30","408","2428","4.1666666666667","4.8027978725299","0","0","0","0","0","0","0","0"
"12","Araucania","1014343","31842","2020-04-16","56","0","0","56","5.5208149511556","882","0","21","2.3809523809524","0","0","0","0","2020-03-16","32","47","246","1426","22.764227642276","3.803147165322","0","0","0","0","0","0","0","0"
"13","Los Rios","405835","18429","2020-04-16","3","0","0","3","0.73921667672823","153","0","3","1.9607843137255","0","0","0","0","2020-03-16","32","7","49","274","6.1224489795918","3.5571234814558","0","0","0","0","0","0","0","0"
"14","Los Lagos","891440","48583","2020-04-16","9","0","0","9","1.0096024409944","399","0","5","1.2531328320802","0","0","0","0","2020-03-07","41","27","139","1389","6.4748201438849","4.0004141947566","0","0","0","0","0","0","0","0"
"15","Aysen","107297","108494","2020-04-16","0","0","0","0","0","7","0","0","0","0","0","0","0","2020-03-14","34","0","16","53","0","2.9770227260245","0","0","0","0","0","0","0","0"
"16","Magallanes","178362","132033","2020-04-16","23","0","0","23","12.895123400724","467","0","6","1.2847965738758","0","0","0","0","2020-03-17","31","18","86","417","26.744186046512","3.5084805327365","0","0","0","0","0","0","0","0"
"17","Total","19458310","755839","2020-04-16","534","0","0","534","2.7443287726426","8807","11","105","1.1922334506642","0","0","0","0","2020-03-03","45","384","6551","38033","8.1514272630133","6.1123307152869","0","0","0","0","0","0","0","0"
"1","Arica y Parinacota","252110","16873","2020-04-15","4","0","0","4","1.5866090198723","124","0","1","0.80645161290323","0","0","0","0","2020-03-19","28","5","24","383","16.666666666667","4.9602708716647","0","0","0","0","0","0","0","0"
"2","Tarapaca","382773","42225","2020-04-15","0","0","0","0","0","62","0","0","0","0","0","0","0","2020-03-23","24","0","0","0","0","5.2715152951714","0","0","0","0","0","0","0","0"
"3","Antofagasta","691854","126049","2020-04-15","21","0","0","21","3.0353224813328","176","0","1","0.56818181818182","0","0","0","0","2020-03-14","33","5","117","907","17.948717948718","5.230005558167","0","0","0","0","0","0","0","0"
"4","Atacama","314709","75176","2020-04-15","0","0","0","0","0","13","0","0","0","0","0","0","0","2020-03-14","33","1","25","261","0","5.5101174350074","0","0","0","0","0","0","0","0"
"5","Coquimbo","836096","40579","2020-04-15","0","0","0","0","0","66","0","0","0","0","0","0","0","2020-03-19","28","1","0","0","0","5.7920067882903","0","0","0","0","0","0","0","0"
"6","Valparaiso","1960170","16396","2020-04-15","14","0","0","14","0.71422376630598","299","0","2","0.66889632107023","0","0","0","0","2020-03-16","31","16","385","1771","3.6363636363636","8.1344385024396","0","0","0","0","0","0","0","0"
"7","Metropolitana","8125072","15403","2020-04-15","248","0","0","248","3.0522806444054","4334","1","41","0.9460083064144","0","0","0","0","2020-03-04","43","198","2694","20734","9.2056421677802","7.7052382253496","0","0","0","0","0","0","0","0"
"8","OHiggins","991063","16387","2020-04-15","1","0","0","1","0.10090175902036","54","0","0","0","0","0","0","0","2020-03-19","28","6","30","276","3.3333333333333","5.5943242759515","0","0","0","0","0","0","0","0"
"9","Maule","1131939","30296","2020-04-15","10","0","0","10","0.88343983200508","152","0","4","2.6315789473684","0","0","0","0","2020-03-03","44","15","0","1230","0","5.0746448261667","0","0","0","0","0","0","0","0"
"10","Nuble","511551","13178","2020-04-15","12","0","0","12","2.3458071629222","634","0","8","1.2618296529969","0","0","0","0","2020-03-12","35","13","0","877","0","4.5599887914192","0","0","0","0","0","0","0","0"
"11","Biobio","1663696","23890","2020-04-15","14","0","0","14","0.84149988940287","542","0","2","0.3690036900369","0","0","0","0","2020-03-09","38","35","311","2020","4.5016077170418","4.8434928188206","0","0","0","0","0","0","0","0"
"12","Araucania","1014343","31842","2020-04-15","10","0","0","10","0.98585981270635","826","1","21","2.5423728813559","0","0","0","0","2020-03-16","31","46","218","1180","4.5871559633027","3.8971304354839","0","0","0","0","0","0","0","0"
"13","Los Rios","405835","18429","2020-04-15","2","0","0","2","0.49281111781882","150","0","3","2","0","0","0","0","2020-03-16","31","6","67","225","2.9850746268657","3.5996712145035","0","0","0","0","0","0","0","0"
"14","Los Lagos","891440","48583","2020-04-15","5","0","0","5","0.56089024499686","390","0","5","1.2820512820513","0","0","0","0","2020-03-07","40","26","137","1250","3.6496350364963","4.1610980815468","0","0","0","0","0","0","0","0"
"15","Aysen","107297","108494","2020-04-15","0","0","0","0","0","7","0","0","0","0","0","0","0","2020-03-14","33","0","8","37","0","3.069776993061","0","0","0","0","0","0","0","0"
"16","Magallanes","178362","132033","2020-04-15","15","0","0","15","8.4098630874289","444","0","6","1.3513513513513","0","0","0","0","2020-03-17","30","16","63","331","23.809523809524","3.7458266661216","0","0","0","0","0","0","0","0"
"17","Total","19458310","755839","2020-04-15","356","0","0","356","1.8295525150951","8273","2","94","1.1362262782546","0","0","0","0","2020-03-03","44","389","4079","31482","8.727629320912","6.3631713536721","0","0","0","0","0","0","0","0"
"1","Arica y Parinacota","252110","16873","2020-04-14","5","0","0","5","1.9832612748403","120","0","1","0.83333333333333","0","0","0","0","2020-03-19","27","5","93","359","5.3763440860215","4.8252183036901","0","0","0","0","0","0","0","0"
"2","Tarapaca","382773","42225","2020-04-14","10","0","0","10","2.6125144667989","62","0","0","0","0","0","0","0","2020-03-23","23","1","0","0","0","5.2588627170393","0","0","0","0","0","0","0","0"
"3","Antofagasta","691854","126049","2020-04-14","6","0","0","6","0.8672349946665","155","0","1","0.64516129032258","0","0","0","0","2020-03-14","32","4","95","790","6.3157894736842","5.1163230806219","0","0","0","0","0","0","0","0"
"4","Atacama","314709","75176","2020-04-14","0","0","0","0","0","13","0","0","0","0","0","0","0","2020-03-14","32","1","22","236","0","5.4504203095904","0","0","0","0","0","0","0","0"
"5","Coquimbo","836096","40579","2020-04-14","0","0","0","0","0","66","0","0","0","0","0","0","0","2020-03-19","27","1","0","0","0","5.7058414278915","0","0","0","0","0","0","0","0"
"6","Valparaiso","1960170","16396","2020-04-14","12","0","0","12","0.61219179969084","285","0","2","0.70175438596491","0","0","0","0","2020-03-16","30","16","92","1386","13.04347826087","8.1342623839229","0","0","0","0","0","0","0","0"
"7","Metropolitana","8125072","15403","2020-04-14","283","0","0","283","3.4830460579303","4086","4","40","0.97895252080274","0","0","0","0","2020-03-04","42","190","1656","18040","17.089371980676","7.7250062007385","0","0","0","0","0","0","0","0"
"8","OHiggins","991063","16387","2020-04-14","5","0","0","5","0.50450879510183","53","0","0","0","0","0","0","0","2020-03-19","27","5","30","246","16.666666666667","5.5583850712646","0","0","0","0","0","0","0","0"
"9","Maule","1131939","30296","2020-04-14","1","0","0","1","0.088343983200508","142","1","4","2.8169014084507","0","0","0","0","2020-03-03","43","15","160","1230","0.625","4.9458855279472","0","0","0","0","0","0","0","0"
"10","Nuble","511551","13178","2020-04-14","4","0","0","4","0.78193572097406","622","1","8","1.2861736334405","0","0","0","0","2020-03-12","34","12","0","877","0","4.399814048257","0","0","0","0","0","0","0","0"
"11","Biobio","1663696","23890","2020-04-14","16","0","0","16","0.96171415931757","528","0","2","0.37878787878788","0","0","0","0","2020-03-09","37","35","218","1709","7.3394495412844","4.7954661015811","0","0","0","0","0","0","0","0"
"12","Araucania","1014343","31842","2020-04-14","21","0","0","21","2.0703056066833","816","3","20","2.4509803921569","0","0","0","0","2020-03-16","30","46","148","962","14.189189189189","3.9123614383085","0","0","0","0","0","0","0","0"
"13","Los Rios","405835","18429","2020-04-14","10","0","0","10","2.4640555890941","148","0","3","2.027027027027","0","0","0","0","2020-03-16","30","7","67","158","14.925373134328","3.7046298256533","0","0","0","0","0","0","0","0"
"14","Los Lagos","891440","48583","2020-04-14","5","0","0","5","0.56089024499686","385","0","5","1.2987012987013","0","0","0","0","2020-03-07","39","26","131","1113","3.8167938931298","4.2469649910449","0","0","0","0","0","0","0","0"
"15","Aysen","107297","108494","2020-04-14","0","0","0","0","0","7","0","0","0","0","0","0","0","2020-03-14","32","0","12","29","0","3.0732609590671","0","0","0","0","0","0","0","0"
"16","Magallanes","178362","132033","2020-04-14","14","0","0","14","7.849205548267","429","1","6","1.3986013986014","0","0","0","0","2020-03-17","29","15","35","268","40","3.7231768877965","0","0","0","0","0","0","0","0"
"17","Total","19458310","755839","2020-04-14","392","0","0","392","2.0145634435879","7917","10","92","1.1620563344701","0","0","0","0","2020-03-03","43","379","2759","27403","14.208046393621","6.3497893047182","0","0","0","0","0","0","0","0"
"1","Arica y Parinacota","252110","16873","2020-04-13","0","0","0","0","0","115","0","1","0.8695652173913","0","0","0","0","2020-03-19","26","5","0","266","0","4.5833753194203","0","0","0","0","0","0","0","0"
"2","Tarapaca","382773","42225","2020-04-13","6","0","0","6","1.5675086800793","52","0","0","0","0","0","0","0","2020-03-23","22","2","0","0","0","5.5343432609615","0","0","0","0","0","0","0","0"
"3","Antofagasta","691854","126049","2020-04-13","11","0","0","11","1.5899308235553","149","0","1","0.67114093959732","0","0","0","0","2020-03-14","31","4","103","695","10.679611650485","5.0746052523204","0","0","0","0","0","0","0","0"
"4","Atacama","314709","75176","2020-04-13","0","0","0","0","0","13","0","0","0","0","0","0","0","2020-03-14","31","1","20","214","0","5.2726942054176","0","0","0","0","0","0","0","0"
"5","Coquimbo","836096","40579","2020-04-13","0","0","0","0","0","66","0","0","0","0","0","0","0","2020-03-19","26","0","0","0","0","5.7433866171139","0","0","0","0","0","0","0","0"
"6","Valparaiso","1960170","16396","2020-04-13","19","0","0","19","0.96930368284383","273","0","2","0.73260073260073","0","0","0","0","2020-03-16","29","16","223","1294","8.5201793721973","8.245353981057","0","0","0","0","0","0","0","0"
"7","Metropolitana","8125072","15403","2020-04-13","204","0","0","204","2.5107469816883","3803","1","36","0.94662108861425","0","0","0","0","2020-03-04","41","189","1850","16384","11.027027027027","7.7027105654298","0","0","0","0","0","0","0","0"
"8","OHiggins","991063","16387","2020-04-13","2","0","0","2","0.20180351804073","48","0","0","0","0","0","0","0","2020-03-19","26","7","74","216","2.7027027027027","5.5875382434634","0","0","0","0","0","0","0","0"
"9","Maule","1131939","30296","2020-04-13","3","0","0","3","0.26503194960152","141","0","3","2.1276595744681","0","0","0","0","2020-03-03","42","16","113","1070","2.6548672566372","4.992490230077","0","0","0","0","0","0","0","0"
"10","Nuble","511551","13178","2020-04-13","5","0","0","5","0.97741965121757","618","0","7","1.1326860841424","0","0","0","0","2020-03-12","33","13","65","877","7.6923076923077","4.4213420628276","0","0","0","0","0","0","0","0"
"11","Biobio","1663696","23890","2020-04-13","12","0","0","12","0.72128561948818","512","0","2","0.390625","0","0","0","0","2020-03-09","36","35","0","1491","0","4.7891352663868","0","0","0","0","0","0","0","0"
